Judul Lagu,Lirik
Yeni Inka – Klebus,dalan ram atiku sepi angen angen tres bales tres nyatan tres bales maturnuwun uwis nyam mpet yang malah ilang meh lungo angel bertah loro nyobo lalu ono meski rao roso roso jebul rasakn dew bacut yang ek’i harap milih liyan langit peteng udan soyo deres klebus tek atiku cedak aku atimu nggo wong liyo wis dalan dadi pelari nggo sliramu butuh hibur aku yang aku berjuang bagianmu koyo biasan bagi larani aku wae langit peteng udan soyo deres klebus tek atiku cedak aku atimu nggo wong liyo wis dalan dadi pelari nggo sliramu butuh hibur aku yang aku berjuang bagianmu koyo biasan bagi larani wis dalan dadi pelari nggo sliramu butuh hibur aku yang aku berjuang bagianmu koyo biasan bagi larani aku wae bagianmu koyo biasan bagi larani aku wae bagianmu koyo biasan bagi larani aku wae
Duo Manja – Titeni Lan Enteni,piy caran elalekn nanganmu jan kow seng pilih kow akon aku alih cukup men terus neng nengmu tres ra bakal pekso atimu ono wong liyo udan wgi terang nangan durung ilang nyatan seng tresnani malah palg elarani titeni enteni kow bakal erti gemat koyok aku iseh rep larani bar bar atiku iseh panggah apusi ra masalah aku kalah dar diri lakon menang keri udan wgi terang nangan durung ilang gemat koyok aku iseh rep larani bar bar atiku iseh panggah apusi ra masalah aku kalah dar diri lakon menang keri nyatan seng tresnani malah palg elarani titeni enteni kow bakal erti gemat koyok aku iseh rep larani bar bar atiku iseh panggah apusi ra masalah aku kalah dar diri lakon menang keri menengku amung niteni niteni atimu elarani
Safira Inema – Rasah Nyangkem 3,mendg anteng mbok uwis rasah nyangkem nengan ras ras kui bolon setan wan neng mburi wani neng arep neng golek salah koyo wasit bal bal dasar otakmu kui bak banyu pecer wayah konco susah mesti sringah wayah konco neng mesti gembreneng mendg anteng mbok uwis rasah nyangkem gayamu pancen elit trospeksi diri sulit lambemu pancen julid mentolo pengen jait ojo neng njiwit pengen jiwit kali jiwit mesti njerit njerit nyawang konco susah mesti sringah nyawang konco neng mesti gembreneng mendg anteng mbok uwis rasah nyangkem pamit opi pesen es teh dadi priyayi mbok ojo deh mangan pecel lawuh ndas pitik ojo anti sel dadi wong apik nengan ras ras kui bolon setan wan neng mburi wani neng arep neng golek salah koyo wasit bal bal dasar otakmu kui bak banyu pecer gayamu pancen elit trospeksi diri sulit lambemu pancen julid mentolo pengen jait ojo neng njiwit pengen jiwit kali jiwit mesti njerit njerit wayah konco susah mesti sringah wayah konco neng mesti gembreneng mendg anteng mbok uwis rasah nyangkem nyawang konco susah mesti sringah nyawang konco neng mesti gembreneng mendg anteng mbok uwis rasah nyangkem pamit opi pesen es teh dadi priyayi mbok ojo deh mangan pecel lawuh ndas pitik ojo anti sel dadi wong apik
Lavora – Rasah Bali (feat. Ena Vika),erti roso ati biyen kow tau elarani tatu uwes mari arep baleni nimas aku uwes sudi bendan mung mikirk kow mergo aku durung iso lilo aku aku lah kabeh dadi bubrah kangmas jujur aku wegah pisah wgi aku tenan yang kow opo yangku nggo dolan kow apuran aku uwes gaw loro yang tulung kow ojo lungo rungok kangmas aku gelo nggalk kow mergo milih wong liyo pengenku iso bali dadi siji koyo wgi lahku bakal baleni wgi aku tenan yang kow opo yangku nggo dolan kow apuran aku uwes gaw loro yang tulung kow ojo lungo ceritoku kow uwes rampungi mas aku durung ikhlas delok kabeh cukup wates konco aku kow orasah bali aku sudi orasah bali aku sudi
Lita Manda – Cerito Loro (feat. Nikisuka),ati dudu dolan dudu pelampias naj uripku paspas aku wani lang perlu tok getuni cerito loro bakal baleni tembangk lagu sliramu palg tresnani getun ati aku ra nepati janji aku lungo tanpo kondo mergo dan wong liyo kelingan mbiyen dew temu kow janji ra bakal larani atiku gampang caramu mupus roso tresnoku aku ra bakal lali tek kap ra bakal apurani kow lungo nggal aku atiku loro nyongko kow gampang keno gudho aku raiso nompo lehmu dolan tres akoni pancen aku dudu sopo sopo ged pangapuramu lungaku nggal tatu gaw loro atimu aku ra butuh tresnomu kabeh mung palsu buang roso tresnoku korb janji manismu jaluk pengertianmu ojo dadi loromu tulung apuranen aku ati dudu dolan dudu pelampias naj uripku paspas aku wani lang perlu tok getuni cerito loro bakal baleni kow lungo nggal aku atiku loro nyongko kow gampang keno gudho aku raiso nompo lehmu dolan tres akoni pancen aku dudu sopo sopo ged pangapuramu lungaku nggal tatu gaw loro atimu aku ra butuh tresnomu kabeh mung palsu buang roso tresnoku korb janji manismu jaluk pengertianmu ojo dadi loromu tulung apuranen aku ati dudu dolan dudu pelampias naj uripku paspas aku wani lang perlu tok getuni cerito loro bakal baleni perlu tok getuni cerito loro bakal baleni
Diva Hani – Selendang Biru,kow njalok lebih mendg aku seng aleh uwes mati roso ndang omongo abot nyonggo katresnanmu kow njalok lebih mendg aku seng aleh uwes mati roso ndang omongo ojo mbok gandoli lendangmu lendang biru seng ono neng pundakmu luntur tanpo war mbekas neng klambiku lendang biru seng ono neng pundakmu ilang ra bakal mbalek mbalek neng tanganku ilang bareng roso tresnoku kow njalok lebih mendg aku seng aleh uwes mati roso ndang omongo abot nyonggo katresnanmu kow njalok lebih mendg aku seng aleh uwes mati roso ndang omongo ojo mbok gandoli lendangmu len ah ah biru seng ono neng pundakmu luntur tanpo war mbekas neng klambiku lendang biru seng ono neng pundakmu ilang ra bakal mbalek mbalek neng tanganku ilang bareng roso tresnoku lendang biru seng ono neng pundakmu luntur tanpo war mbekas neng klambiku lendang biru seng ono neng pundakmu ilang ra bakal mbalek mbalek neng tanganku ilang bareng roso tresnoku lendang biru gaw mati rosoku
Shinta Arsinta – Dadi Siji,pandongaku tek tuwo anti misahk nyowo kangmas aku percoyo ra gampang keno godo bebareng jogo ati ojo asi elarani yo mung siji yo mung tek mati pasrahk kabeh gusti udan sor dadi ksi naliko kabeh lakoni ikhlas ati mugo gusti margi dal pgini dadi siji tek tuo sandg ojo mung iso nggalk nang arepo mengko nyowo uwis ilang lah siji rabakal ono iso ganteni pandongaku tek tuwo anti misahk nyowo kangmas aku percoyo ra gampang keno godo bebareng jogo ati ojo asi elarani yo mung siji yo mung tek mati dadi siji tek tuo sandg ojo mung iso nggalk nang arepo mengko nyowo uwis ilang lah siji ra bakal ono iso ganteni seko aku iso dadi awakdew maturnuwun wis ancani lama temokk kabeh bahagiaku karepk kabeh dadi takdir kabeh dadi dalan
Fida AP – Dipetik Wong Liyo,wis neng toto mang wis kadung sun cawiscawisi sun jogo sun rati yo mung riko biso ganti wis wayah ganti musim tanduran isun dewek dung wayah panen petik wong liyo omongo jaluk par sun iyani sun turuti wis neng toto mang wis kadung sun cawiscawisi sun jogo sun rati yo mung riko biso ganti wis wayah ganti musim tanduran isun dewek dung wayah panen petik wong liyo omongo jaluk par sun iyani sun turuti wis wayah ganti musim tanduran isun dewek dung wayah panen petik wong liyo omongo jaluk par sun iyani sun turuti wis wayah ganti musim tanduran isun dewek dung wayah panen petik wong liyo omongo jaluk par sun iyani sun turuti sun iyani sun turuti
Difarina Indra – Rungkad,rungkad entek entek lang palg yang bondoku melayang tego ten tangis tangis rungkad entek entek tres tulusku mung nggo dolan stop menctaimu gaw aku elu mungk aku terlalu cta aku terlalu yang anti ra kroso larani pancen kuakui kusalah terlalu percoyo mergo mung nyawang rupo iki aku dar terlalu goblok menctaimu rungkad entek entek lang palg yang bondoku melayang tego ten tangis tangis rungkad entek entek tres tulusku mung nggo dolan stop menctaimu gaw aku elu iki aku dar terlalu goblok menctaimu rungkad entek entek lang palg yang bondoku melayang tego ten tangis tangis rungkad entek entek tres tulusku mung nggo dolan stop menctaimu gaw aku elu iki aku dar terlalu goblok menctaimu rungkad entek entek lang palg yang bondoku melayang tego ten tangis tangis rungkad entek entek tres tulusku mung nggo dolan stop menctaimu gaw aku elu rungkad entek entek lang palg yang bondoku melayang tego ten tangis tangis rungkad entek entek tres tulusku mung nggo dolan stop menctaimu gaw aku elu stop menctaimu gaw aku elu stop menctaimu gaw aku elu
Arlida Putri – Titeni Lan Enteni (feat. Happy Asmara),piy caran elalekn nanganmu jan kow seng pilih kow akon aku alih cukup men terus neng nengmu tres ra bakal pekso atimu ono wong liyo udan wgi terang nangan durung ilang nyatan seng tresnani malah palg elarani titeni enteni kow bakal erti gemat koyok aku iseh rep larani bar bar atiku iseh panggah apusi ra masalah aku kalah dar diri lakon menang keri udan wgi terang nangan durung ilang gemat koyok aku iseh rep larani bar bar atiku iseh panggah apusi ra masalah aku kalah dar diri lakon menang keri nyatan seng tresnani malah palg elarani titeni enteni kow bakal erti gemat koyok aku iseh rep larani bar bar atiku iseh panggah apusi ra masalah aku kalah dar diri lakon menang keri nyatan seng tresnani malah palg elarani titeni enteni kow bakal erti gemat koyok aku iseh rep larani bar bar atiku iseh panggah apusi ra masalah aku kalah dar diri lakon menang keri dar diri lakon menang keri
Shinta Arsinta – Kalah (feat. Vicky Prasetyo),kelingan wgi genggam tanganku curhat tentang mantanmu iki malah nggal aku aku pamit yangku culn genggamanku matur suwun uwes mayungi deres udanku ancani sepianku wgi terus aku ancani lama akhir kow milih bali mantanmu seko mang anti nurut dowon dal turuti berharap isoh nduweni korbank wektuku iseh wae kalah mantanmu kgeden roso usahamu aku ra iso ganteni dekn atiku apuran yangku menang tetep masa laluku akoni sikapku wgi mung apusi olah menctaimu kgeden langit aku kleru ertek sikapmu terus aku ancani lama akhir kow milih bali mantanmu seko mang anti nurut dowon dal turuti berharap isoh nduweni korbank wektuku iseh wae kalah mantanmu kgeden roso usahamu aku ra iso ganteni dekn atiku apuran yangku menang tetep masa laluku kudun awakku dadi pilihanmu tresnoku dudu opo kudu masa lalu aku ra iso lalekk crito wgi akoni kalahanku hoo ooo ooo pikir wektu awak dew entekn tondo awakmu nrimo perasaanku puran mas vicky menang tetep masa laluku puran yangku menang tetep masa laluku
Vita Alvia – Ego (feat. Lala Widy),pangapuranen aku tulus ojo pekso bendo mung golek salahanmu aku cen klera kleru nresnani sliramu aku alah aku aku lah bar nesun ojo bubar raemanem nibo tangi kabeh lakoni aku dar luwih milih bertah sori aku mung mikir egoku gatekk kabeh perjuanganmu yang akoni aku kleru aku erti cewa bertah deng cara dewasa kondo loroloro masalah dowo kudu iso tok pertimbangk ten ojo waton gaw putus kudu iso tok pertimbangk ten ojo waton gaw putus bar nesun ojo bubar raemanem nibo tangi kabeh lakoni aku dar luwih milih bertah sori aku mung mikir egoku gatekk kabeh perjuanganmu yang akoni aku kleru aku erti cewa bertah deng cara dewasa kondo loroloro masalah dowo sori aku mung mikir egoku gatekk kabeh perjuanganmu yang akoni aku kleru aku erti cewa bertah deng cara dewasa kondo loroloro masalah masalah dowo
Diva Hani – Najis,wis suw empet loro loron njero dodo yangku dadi cidro mergo milih kono pas yang yang malah anyelk pas jeru jerun malah mletr bel belani gemati mblenjani janji kuat kuatn ati malah ndadi isan mung nangis grentes mbrebes mili aku ra gubris tresnaku mbok anggek najis isan mung pasrah panggah tresnoku ra owah dungoku luweh bungah pas yang yang malah anyelk pas jeru jerun malah mletr bel belani gemati mblenjani janji kuat kuatn ati malah ndadi isan mung nangis grentes mbrebes mili aku ra gubris tresnaku mbok anggep najis isan mung pasrah panggah tresnoku ra owah dungoku luweh bungah isan ah ah grentes mbrebes mili aku ra gubris tresnaku mbok anggep najis isan mung pasrah panggah tresnoku ra owah dungoku luweh bungah aku mung iso pasrah
Sasya Arkhisna – LDR (Langgeng Dayaning Rasa),aku wis kangen sliramu mesem neng impiku yang aku kangen suaramu bisik tembang manismu terus koyok ngene neng uripku teruso yang aku ra ono seng alangngalangi ra ono seng erusuhi feelg neng angenku mung kow seng palg erteni aku iso nompo kurang aku naj mung suaramu ademk ati we ucapk janji we bakal mulih nemoni eluh tangis kangenmu nandes neng ati mpun yangku ilangi banyu motomu lirih suara tangismu cah bagus naj mung suaramu ademk ati we ucapn janji we bakal mulih nemoni eluh tangis kangenmu nandes neng ati mpun yangku ilangi banyu motomu lirih suara tangismu cah bagus naj mung suaramu ademk ati we ucapn janji we bakal mulih nemoni eluh tangis oh oh nandes neng ati mpun yangku ilangi banyu motomu lirih suara tangismu cah bagus naj mung suaramu ademk ati we ucapn janji we bakal mulih nemoni eluh tangis kangenmu nandes neng ati mpun yangku ilangi banyu motomu lirih suara tangismu cah bagus feelg neng angenku mung kow seng palg erteni aku
Farel Prayoga – Wujute Roso,tondon welas isun wujut roso mung riko mugo welas riko terimo myakn isun lego nyesek nong dodo bat sun roso perih perih neng mendal ati nisun dung nyawang riko roso emanngem norg dodo pgin sun rati nong njero ati kangen hang sun songgo tondon roso ojo mpek riko gaw isun ersulo wedi lang riko pancenn ono sun njaluk raten welas isun tondon welas isun wujut roso mung riko mugo welas riko terimo myakn isun lego nyesek nong dodo wujut roso wujut roso kangen hang sun songgo tondon roso ojo mpek riko gaw isun ersulo wedi lang riko pancenn ono sun njaluk raten welas isun tondon welas isun wujut roso mung riko mugo welas riko terimo myakn isun lego nyesek nong dodo wujut roso wujut roso tondon welas isun wujut roso mung riko mugo welas riko terimo myakn isun lego nyesek nong dodo wujut roso wujut roso wujut roso
Yeni Inka – Wirang,sah jam sewelas bengi aku mbok tggal mbok tolak tanpo pasti larani aku kadung yang kadung gadang gadang ilangmu dadi traaku enemen kisah bujangku adem ang wengi teko ancani aku lang konco crito jan namung masalah tres tapi yo loro akhir wirang wirang pis akhir loro loro ten wong tulus wis garis ngene slalu ancani ilang endg tresnoku koyo bonsai antg putri mbok sirami rino wengi masio elok endah sawangi pekso ra iso gedhi bar ati bar adepi nandur mbang tukul wirang yongalah ten nandes ten we anggep aku wates koncomu namung masalah tres tapi yo loro akhir wirang wirang pis akhir loro loro ten wong tulus wis garis ngene slalu ancani ilang endg tresnoku koyo bonsai antg putri mbok sirami rino wengi masio elok endah sawangi pekso ra iso gedhi jan namung masalah tres tapi yo loro
Vita Alvia – Teteg Ati,pungkas srengeng sor atiku iseh roso spek mpet mikerk sliramu tresnani pungkas rembul wengi atiku iseh milih berjuang bertah korb ati perasa sliramu koco dadi ksi pedih atiku kow gaw ati jogo dadi gelo bola bali kow lah aku salahk mas perlu ngerteni tetegk atiku wis koyo ibu tau ersulo adepi polahmu gaw atiku atiku tatu pungkas srengeng sor atiku iseh roso spek mpet mikerk sliramu tresnani koco dadi ksi pedih atiku kow gaw ati jogo dadi gelo bola bali kow lah aku salahk wis rapopo aku salah tapi elgo cen aku lilo dadi payung naliko udan teko mas perlu ngerteni tetegk atiku wis koyo ibu tau ersulo adepi polahmu gaw atiku atiku tatu naj kow mung nyepelekk ati tetep kuatk spah ati tiyoku mung kow lawas bebareng kow lawas bakal liyakk lawas tetep teteg atine
Yeni Inka – Gang Dolly,parani ono koji ono koji jaren pdah dolly pdah dolly age age tututi tututi jar kalisari kabeh pancen luputku nggalak sliramu anti nekat tanpo ati njegur lokalisasi getunku pati pati rongso njalari piy wae goleki ra erti nang endi parani ono koji ono koji jaren pdah dolly pdah dolly age age tututi tututi jar kalisari guyang mbaben bayang kabeh wis lajahi kirim layang mapanmu ono endi kabeh pancen luputku nggalak sliramu anti nekat tanpo ati njegur lokalisasi getunku pati pati rongso njalari piy wae goleki ra erti nang endi parani ono koji ono koji jaren pdah dolly pdah dolly age age tututi tututi jar kalisari parani ono koji ono koji jaren pdah dolly pdah dolly age age tututi tututi jar kalisari guyang mbaben bayang kabeh wis lajahi kirim layang mapanmu ono endi ndang bali
Vivi Artika – Damar Opo Lilin,damar lil buyar kaw nyawang tekad riko kurang yak damar lil buyar kaw terus men baen gowo nong endi gaw lendi suwi bebareng nono jelas hang dadi pikir dadi pitakon isun duwen riko terimo konco damar lil buyar kaw nyawang tekad riko kurang yak damar lil buyar kaw terus men baen kadung duw niat ati ojo mangmang mpung durung mggat welas ilang gowo nong endi gaw lendi suwi bebareng nono jelas hang dadi pikir dadi pitakon isun duwen riko terimo konco damar lil buyar kaw nyawang tekad riko kurang yak damar lil buyar kaw terus men baen kadung duw niat ati ojo mangmang mpung durung mggat welas ilang damar lil buyar kaw nyawang tekad riko kurang yak damar lil buyar kaw terus men baen damar lil buyar kaw nyawang tekad riko kurang yak damar lil buyar kaw terus men baen kadung duw niat ati ojo mangmang mpung durung mggat welas ilang
